page	route	sequence	name	date	location	miles	chains	restriction	miles.chains
0064	GW108	004	Fordgate to Penzance MLN1 Western	05/08/06		178	52		178.52
0064	GW108	004	Fordgate to Penzance MLN1 Western	05/08/06		178	78	*	178.78
0064	GW108	004	Fordgate to Penzance MLN1 Western	05/08/06	Tiverton Loops	179	10		179.10
0064	GW108	004	Fordgate to Penzance MLN1 Western	05/08/06		179	31		179.31
0065	GW108	005	Fordgate to Penzance MLN1 Western	05/08/06		181	20		181.20
0065	GW108	005	Fordgate to Penzance MLN1 Western	05/08/06	Richard's LC	185	23	UWC	185.23
0065	GW108	005	Fordgate to Penzance MLN1 Western	05/08/06	Hele 8 Bradninch LC	185	41	AHBC	185.41
0065	GW108	005	Fordgate to Penzance MLN1 Western	05/08/06	Stoke Canon HABD	188	56		188.56
0065	GW108	005	Fordgate to Penzance MLN1 Western	05/08/06	Sandy Lane LC	189	42	UWC	189.42
0065	GW108	005	Fordgate to Penzance MLN1 Western	05/08/06	Stoke Canon LC	190	16	CCTV	190.16
0065	GW108	005	Fordgate to Penzance MLN1 Western	05/08/06	Hosegood's LC	191	07	UWC	191.07
0065	GW108	005	Fordgate to Penzance MLN1 Western	05/08/06	Stafford's Bridge LC	191	44	UWC	191.44
0065	GW108	005	Fordgate to Penzance MLN1 Western	05/08/06	Field LC	191	48	UWC	191.48
0065	GW108	005	Fordgate to Penzance MLN1 Western	05/08/06		192	10	*	192.10
0065	GW108	005	Fordgate to Penzance MLN1 Western	05/08/06		192	50	*	192.50
0066	GW108	006	Fordgate to Penzance MLN1 Western	05/08/06	Cowley Bridge Jn	192	52		192.52
0066	GW108	006	Fordgate to Penzance MLN1 Western	05/08/06	Exeter Riverside Yard	192	52	X	192.52
0066	GW108	006	Fordgate to Penzance MLN1 Western	05/08/06		193	50	*	193.50
0067	GW108	007	Fordgate to Penzance MLN1 Western	19/04/08		193	51		193.51
0067	GW108	007	Fordgate to Penzance MLN1 Western	19/04/08		193	59		193.59
0067	GW108	007	Fordgate to Penzance MLN1 Western	19/04/08	Red Cow LC	193	62	CCTV	193.62
0067	GW108	007	Fordgate to Penzance MLN1 Western	19/04/08	ETER ST. DAVIDS	193	72		193.72
0067	GW108	007	Fordgate to Penzance MLN1 Western	19/04/08	Barrow crossing	193	79	WL	193.79
0067	GW108	007	Fordgate to Penzance MLN1 Western	19/04/08	Exeter (E) SB	194	00		194.00
0067	GW108	007	Fordgate to Penzance MLN1 Western	19/04/08	Exeter St. Davids Jn	194	00	X	194.00
0068	GW108	008	Fordgate to Penzance MLN1 Western	05/08/06		194	18	*	194.18
0068	GW108	008	Fordgate to Penzance MLN1 Western	05/08/06	TER ST THOMAS	194	66		194.66
0068	GW108	008	Fordgate to Penzance MLN1 Western	05/08/06	City Basin Jn	195	11		195.11
0068	GW108	008	Fordgate to Penzance MLN1 Western	05/08/06		195	40	*	195.40
0068	GW108	008	Fordgate to Penzance MLN1 Western	05/08/06	Exminster WILD	198	68		198.68
0068	GW108	008	Fordgate to Penzance MLN1 Western	05/08/06	Exminster HABD	198	70		198.70
0068	GW108	008	Fordgate to Penzance MLN1 Western	05/08/06	Turf Lock LC	199	53	UWC	199.53
0068	GW108	008	Fordgate to Penzance MLN1 Western	05/08/06	Powderham LC	200	50	UWC	200.50
0069	GW108	009	Fordgate to Penzance MLN1 Western	05/08/06		200	60	*	200.60
0069	GW108	009	Fordgate to Penzance MLN1 Western	05/08/06	STARGROSS	202	36		202.36
0069	GW108	009	Fordgate to Penzance MLN1 Western	05/08/06		203	00	*	203.00
0069	GW108	009	Fordgate to Penzance MLN1 Western	05/08/06	UPL	204	12		204.12
0069	GW108	009	Fordgate to Penzance MLN1 Western	05/08/06	DPL	204	13		204.13
0069	GW108	009	Fordgate to Penzance MLN1 Western	05/08/06	DAWLISH WARREN	204	34		204.34
0069	GW108	009	Fordgate to Penzance MLN1 Western	05/08/06		204	55		204.55
0070	GW108	010	Fordgate to Penzance MLN1 Western	05/08/06		204	60	*	204.60
0070	GW108	010	Fordgate to Penzance MLN1 Western	05/08/06		205	10	*	205.10
0070	GW108	010	Fordgate to Penzance MLN1 Western	05/08/06		206	00	*	206.00
0070	GW108	010	Fordgate to Penzance MLN1 Western	05/08/06	DAWLISH	206	07		206.07
0070	GW108	010	Fordgate to Penzance MLN1 Western	05/08/06	Barrow crossing	206	13	WL	206.13
0070	GW108	010	Fordgate to Penzance MLN1 Western	05/08/06	Kennaway Tunnel	206	34		206.34
0070	GW108	010	Fordgate to Penzance MLN1 Western	05/08/06	191m (209 yards)	206	43		206.43
0070	GW108	010	Fordgate to Penzance MLN1 Western	05/08/06	Coryton Tunnel	206	53		206.53
0070	GW108	010	Fordgate to Penzance MLN1 Western	05/08/06	205m (224 yards)	206	63		206.63
0071	GW108	011	Fordgate to Penzance MLN1 Western	05/08/06	Phillot Tunnel	206	66		206.66
0071	GW108	011	Fordgate to Penzance MLN1 Western	05/08/06	50m (55 yards)	206	59		206.59
0071	GW108	011	Fordgate to Penzance MLN1 Western	05/08/06	Clerks Tunnel	206	72		206.72
0071	GW108	011	Fordgate to Penzance MLN1 Western	05/08/06	60m (66 yards) 206 075	206	72	X	206.72
0071	GW108	011	Fordgate to Penzance MLN1 Western	05/08/06	Parsons Tunnel	207	19		207.19
0071	GW108	011	Fordgate to Penzance MLN1 Western	05/08/06	468m (512 yards)	207	19	X	207.19
0071	GW108	011	Fordgate to Penzance MLN1 Western	05/08/06		207	42		207.42
0071	GW108	011	Fordgate to Penzance MLN1 Western	05/08/06		207	55	*	207.55
0071	GW108	011	Fordgate to Penzance MLN1 Western	05/08/06		208	45	*	208.45
0071	GW108	011	Fordgate to Penzance MLN1 Western	05/08/06	TEIGNMOUTH	203	70		203.70
0071	GW108	011	Fordgate to Penzance MLN1 Western	05/08/06	Barrow crossing	208	78	WL	208.78
0071	GW108	011	Fordgate to Penzance MLN1 Western	05/08/06		209	10		209.10
0072	GW108	012	Fordgate to Penzance MLN1 Western	05/08/06		209	65	*	209.65
0072	GW108	012	Fordgate to Penzance MLN1 Western	05/08/06		210	20	*	210.20
0072	GW108	012	Fordgate to Penzance MLN1 Western	05/08/06		210	21	*	210.21
0072	GW108	012	Fordgate to Penzance MLN1 Western	05/08/06		212	60	*	212.60
0072	GW108	012	Fordgate to Penzance MLN1 Western	05/08/06		213	42		213.42
